domain,indicator_key,series_key,observed_period,geo_level,geo_code,unit,geo_name,source_count,value_count,min_value,max_value,absolute_spread,status,observations_json
economy,sdg08_productivity_growth,total,2021,province,3500,percent,Jawa Timur,1,1,3.19,3.19,0.00,single_source,"[{""geo_code"": ""3500"", ""geo_level"": ""province"", ""geo_name"": ""Jawa Timur"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=3500;turvar=0;th=121;turth=0"", ""unit"": ""percent"", ""value"": ""3.19""}]"
economy,sdg08_productivity_growth,total,2021,province,3600,percent,Banten,1,1,1.81,1.81,0.00,single_source,"[{""geo_code"": ""3600"", ""geo_level"": ""province"", ""geo_name"": ""Banten"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=3600;turvar=0;th=121;turth=0"", ""unit"": ""percent"", ""value"": ""1.81""}]"
economy,sdg08_productivity_growth,total,2021,province,5100,percent,Bali,1,1,-3.2,-3.2,0.0,single_source,"[{""geo_code"": ""5100"", ""geo_level"": ""province"", ""geo_name"": ""Bali"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=5100;turvar=0;th=121;turth=0"", ""unit"": ""percent"", ""value"": ""-3.2""}]"
economy,sdg08_productivity_growth,total,2021,province,5200,percent,Nusa Tenggara Barat,1,1,-0.83,-0.83,0.00,single_source,"[{""geo_code"": ""5200"", ""geo_level"": ""province"", ""geo_name"": ""Nusa Tenggara Barat"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=5200;turvar=0;th=121;turth=0"", ""unit"": ""percent"", ""value"": ""-0.83""}]"
economy,sdg08_productivity_growth,total,2021,province,5300,percent,Nusa Tenggara Timur,1,1,-0.5,-0.5,0.0,single_source,"[{""geo_code"": ""5300"", ""geo_level"": ""province"", ""geo_name"": ""Nusa Tenggara Timur"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=5300;turvar=0;th=121;turth=0"", ""unit"": ""percent"", ""value"": ""-0.5""}]"
economy,sdg08_productivity_growth,total,2021,province,6100,percent,Kalimantan Barat,1,1,3.78,3.78,0.00,single_source,"[{""geo_code"": ""6100"", ""geo_level"": ""province"", ""geo_name"": ""Kalimantan Barat"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=6100;turvar=0;th=121;turth=0"", ""unit"": ""percent"", ""value"": ""3.78""}]"
economy,sdg08_productivity_growth,total,2021,province,6200,percent,Kalimantan Tengah,1,1,1.41,1.41,0.00,single_source,"[{""geo_code"": ""6200"", ""geo_level"": ""province"", ""geo_name"": ""Kalimantan Tengah"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=6200;turvar=0;th=121;turth=0"", ""unit"": ""percent"", ""value"": ""1.41""}]"
economy,sdg08_productivity_growth,total,2021,province,6300,percent,Kalimantan Selatan,1,1,2.2,2.2,0.0,single_source,"[{""geo_code"": ""6300"", ""geo_level"": ""province"", ""geo_name"": ""Kalimantan Selatan"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=6300;turvar=0;th=121;turth=0"", ""unit"": ""percent"", ""value"": ""2.2""}]"
economy,sdg08_productivity_growth,total,2021,province,6400,percent,Kalimantan Timur,1,1,0.91,0.91,0.00,single_source,"[{""geo_code"": ""6400"", ""geo_level"": ""province"", ""geo_name"": ""Kalimantan Timur"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=6400;turvar=0;th=121;turth=0"", ""unit"": ""percent"", ""value"": ""0.91""}]"
economy,sdg08_productivity_growth,total,2021,province,6500,percent,Kalimantan Utara,1,1,1.61,1.61,0.00,single_source,"[{""geo_code"": ""6500"", ""geo_level"": ""province"", ""geo_name"": ""Kalimantan Utara"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=6500;turvar=0;th=121;turth=0"", ""unit"": ""percent"", ""value"": ""1.61""}]"
economy,sdg08_productivity_growth,total,2021,province,7100,percent,Sulawesi Utara,1,1,4.9,4.9,0.0,single_source,"[{""geo_code"": ""7100"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Utara"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=7100;turvar=0;th=121;turth=0"", ""unit"": ""percent"", ""value"": ""4.9""}]"
economy,sdg08_productivity_growth,total,2021,province,7200,percent,Sulawesi Tengah,1,1,11.09,11.09,0.00,single_source,"[{""geo_code"": ""7200"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Tengah"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=7200;turvar=0;th=121;turth=0"", ""unit"": ""percent"", ""value"": ""11.09""}]"
economy,sdg08_productivity_growth,total,2021,province,7300,percent,Sulawesi Selatan,1,1,0.78,0.78,0.00,single_source,"[{""geo_code"": ""7300"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Selatan"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=7300;turvar=0;th=121;turth=0"", ""unit"": ""percent"", ""value"": ""0.78""}]"
economy,sdg08_productivity_growth,total,2021,province,7400,percent,Sulawesi Tenggara,1,1,1.13,1.13,0.00,single_source,"[{""geo_code"": ""7400"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Tenggara"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=7400;turvar=0;th=121;turth=0"", ""unit"": ""percent"", ""value"": ""1.13""}]"
economy,sdg08_productivity_growth,total,2021,province,7500,percent,Gorontalo,1,1,0.56,0.56,0.00,single_source,"[{""geo_code"": ""7500"", ""geo_level"": ""province"", ""geo_name"": ""Gorontalo"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=7500;turvar=0;th=121;turth=0"", ""unit"": ""percent"", ""value"": ""0.56""}]"
economy,sdg08_productivity_growth,total,2021,province,7600,percent,Sulawesi Barat,1,1,0.54,0.54,0.00,single_source,"[{""geo_code"": ""7600"", ""geo_level"": ""province"", ""geo_name"": ""Sulawesi Barat"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=7600;turvar=0;th=121;turth=0"", ""unit"": ""percent"", ""value"": ""0.54""}]"
economy,sdg08_productivity_growth,total,2021,province,8100,percent,Maluku,1,1,-0.18,-0.18,0.00,single_source,"[{""geo_code"": ""8100"", ""geo_level"": ""province"", ""geo_name"": ""Maluku"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=8100;turvar=0;th=121;turth=0"", ""unit"": ""percent"", ""value"": ""-0.18""}]"
economy,sdg08_productivity_growth,total,2021,province,8200,percent,Maluku Utara,1,1,13.47,13.47,0.00,single_source,"[{""geo_code"": ""8200"", ""geo_level"": ""province"", ""geo_name"": ""Maluku Utara"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=8200;turvar=0;th=121;turth=0"", ""unit"": ""percent"", ""value"": ""13.47""}]"
economy,sdg08_productivity_growth,total,2021,province,9100,percent,Papua Barat,1,1,-5.52,-5.52,0.00,single_source,"[{""geo_code"": ""9100"", ""geo_level"": ""province"", ""geo_name"": ""Papua Barat"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=9100;turvar=0;th=121;turth=0"", ""unit"": ""percent"", ""value"": ""-5.52""}]"
economy,sdg08_productivity_growth,total,2021,province,9400,percent,Papua,1,1,3.2,3.2,0.0,single_source,"[{""geo_code"": ""9400"", ""geo_level"": ""province"", ""geo_name"": ""Papua"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2021"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=9400;turvar=0;th=121;turth=0"", ""unit"": ""percent"", ""value"": ""3.2""}]"
economy,sdg08_productivity_growth,total,2022,national,9999,percent,Indonesia,3,1,2.00,2.00,0.00,exact_match,"[{""geo_code"": ""9999"", ""geo_level"": ""national"", ""geo_name"": ""Indonesia"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""tpb-2024-figure"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2024-12-31"", ""series_key"": ""total"", ""source_id"": ""bps_tpb_2024"", ""source_record_id"": ""page=86;figure=Gambar 8.3;series=total;year=2022"", ""unit"": ""percent"", ""value"": ""2.00""}, {""geo_code"": ""9999"", ""geo_level"": ""national"", ""geo_name"": ""Indonesia"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""tpb-2025-figure"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2025-12-30"", ""series_key"": ""total"", ""source_id"": ""bps_tpb_2025"", ""source_record_id"": ""page=55;figure=Gambar 8.2;series=total;year=2022"", ""unit"": ""percent"", ""value"": ""2.00""}, {""geo_code"": ""9999"", ""geo_level"": ""national"", ""geo_name"": ""Indonesia"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=9999;turvar=0;th=122;turth=0"", ""unit"": ""percent"", ""value"": ""2""}]"
economy,sdg08_productivity_growth,total,2022,province,1100,percent,Aceh,1,1,2.75,2.75,0.00,single_source,"[{""geo_code"": ""1100"", ""geo_level"": ""province"", ""geo_name"": ""Aceh"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=1100;turvar=0;th=122;turth=0"", ""unit"": ""percent"", ""value"": ""2.75""}]"
economy,sdg08_productivity_growth,total,2022,province,1200,percent,Sumatera Utara,1,1,2.37,2.37,0.00,single_source,"[{""geo_code"": ""1200"", ""geo_level"": ""province"", ""geo_name"": ""Sumatera Utara"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=1200;turvar=0;th=122;turth=0"", ""unit"": ""percent"", ""value"": ""2.37""}]"
economy,sdg08_productivity_growth,total,2022,province,1300,percent,Sumatera Barat,1,1,0.22,0.22,0.00,single_source,"[{""geo_code"": ""1300"", ""geo_level"": ""province"", ""geo_name"": ""Sumatera Barat"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=1300;turvar=0;th=122;turth=0"", ""unit"": ""percent"", ""value"": ""0.22""}]"
economy,sdg08_productivity_growth,total,2022,province,1400,percent,Riau,1,1,3.89,3.89,0.00,single_source,"[{""geo_code"": ""1400"", ""geo_level"": ""province"", ""geo_name"": ""Riau"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=1400;turvar=0;th=122;turth=0"", ""unit"": ""percent"", ""value"": ""3.89""}]"
economy,sdg08_productivity_growth,total,2022,province,1500,percent,Jambi,1,1,2.14,2.14,0.00,single_source,"[{""geo_code"": ""1500"", ""geo_level"": ""province"", ""geo_name"": ""Jambi"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=1500;turvar=0;th=122;turth=0"", ""unit"": ""percent"", ""value"": ""2.14""}]"
economy,sdg08_productivity_growth,total,2022,province,1600,percent,Sumatera Selatan,1,1,2.54,2.54,0.00,single_source,"[{""geo_code"": ""1600"", ""geo_level"": ""province"", ""geo_name"": ""Sumatera Selatan"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=1600;turvar=0;th=122;turth=0"", ""unit"": ""percent"", ""value"": ""2.54""}]"
economy,sdg08_productivity_growth,total,2022,province,1700,percent,Bengkulu,1,1,2.73,2.73,0.00,single_source,"[{""geo_code"": ""1700"", ""geo_level"": ""province"", ""geo_name"": ""Bengkulu"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=1700;turvar=0;th=122;turth=0"", ""unit"": ""percent"", ""value"": ""2.73""}]"
economy,sdg08_productivity_growth,total,2022,province,1800,percent,Lampung,1,1,1.82,1.82,0.00,single_source,"[{""geo_code"": ""1800"", ""geo_level"": ""province"", ""geo_name"": ""Lampung"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=1800;turvar=0;th=122;turth=0"", ""unit"": ""percent"", ""value"": ""1.82""}]"
economy,sdg08_productivity_growth,total,2022,province,1900,percent,Kep. Bangka Belitung,1,1,0.18,0.18,0.00,single_source,"[{""geo_code"": ""1900"", ""geo_level"": ""province"", ""geo_name"": ""Kep. Bangka Belitung"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=1900;turvar=0;th=122;turth=0"", ""unit"": ""percent"", ""value"": ""0.18""}]"
economy,sdg08_productivity_growth,total,2022,province,2100,percent,Kep. Riau,1,1,-1.17,-1.17,0.00,single_source,"[{""geo_code"": ""2100"", ""geo_level"": ""province"", ""geo_name"": ""Kep. Riau"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=2100;turvar=0;th=122;turth=0"", ""unit"": ""percent"", ""value"": ""-1.17""}]"
economy,sdg08_productivity_growth,total,2022,province,3100,percent,Dki Jakarta,1,1,2.28,2.28,0.00,single_source,"[{""geo_code"": ""3100"", ""geo_level"": ""province"", ""geo_name"": ""Dki Jakarta"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=3100;turvar=0;th=122;turth=0"", ""unit"": ""percent"", ""value"": ""2.28""}]"
economy,sdg08_productivity_growth,total,2022,province,3200,percent,Jawa Barat,1,1,0.33,0.33,0.00,single_source,"[{""geo_code"": ""3200"", ""geo_level"": ""province"", ""geo_name"": ""Jawa Barat"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=3200;turvar=0;th=122;turth=0"", ""unit"": ""percent"", ""value"": ""0.33""}]"
economy,sdg08_productivity_growth,total,2022,province,3300,percent,Jawa Tengah,1,1,2.13,2.13,0.00,single_source,"[{""geo_code"": ""3300"", ""geo_level"": ""province"", ""geo_name"": ""Jawa Tengah"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=3300;turvar=0;th=122;turth=0"", ""unit"": ""percent"", ""value"": ""2.13""}]"
economy,sdg08_productivity_growth,total,2022,province,3400,percent,Di Yogyakarta,1,1,4.56,4.56,0.00,single_source,"[{""geo_code"": ""3400"", ""geo_level"": ""province"", ""geo_name"": ""Di Yogyakarta"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=3400;turvar=0;th=122;turth=0"", ""unit"": ""percent"", ""value"": ""4.56""}]"
economy,sdg08_productivity_growth,total,2022,province,3500,percent,Jawa Timur,1,1,2.54,2.54,0.00,single_source,"[{""geo_code"": ""3500"", ""geo_level"": ""province"", ""geo_name"": ""Jawa Timur"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=3500;turvar=0;th=122;turth=0"", ""unit"": ""percent"", ""value"": ""2.54""}]"
economy,sdg08_productivity_growth,total,2022,province,3600,percent,Banten,1,1,0.74,0.74,0.00,single_source,"[{""geo_code"": ""3600"", ""geo_level"": ""province"", ""geo_name"": ""Banten"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=3600;turvar=0;th=122;turth=0"", ""unit"": ""percent"", ""value"": ""0.74""}]"
economy,sdg08_productivity_growth,total,2022,province,5100,percent,Bali,1,1,-1.81,-1.81,0.00,single_source,"[{""geo_code"": ""5100"", ""geo_level"": ""province"", ""geo_name"": ""Bali"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=5100;turvar=0;th=122;turth=0"", ""unit"": ""percent"", ""value"": ""-1.81""}]"
economy,sdg08_productivity_growth,total,2022,province,5200,percent,Nusa Tenggara Barat,1,1,4.55,4.55,0.00,single_source,"[{""geo_code"": ""5200"", ""geo_level"": ""province"", ""geo_name"": ""Nusa Tenggara Barat"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=5200;turvar=0;th=122;turth=0"", ""unit"": ""percent"", ""value"": ""4.55""}]"
economy,sdg08_productivity_growth,total,2022,province,5300,percent,Nusa Tenggara Timur,1,1,-0.69,-0.69,0.00,single_source,"[{""geo_code"": ""5300"", ""geo_level"": ""province"", ""geo_name"": ""Nusa Tenggara Timur"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=5300;turvar=0;th=122;turth=0"", ""unit"": ""percent"", ""value"": ""-0.69""}]"
economy,sdg08_productivity_growth,total,2022,province,6100,percent,Kalimantan Barat,1,1,1.98,1.98,0.00,single_source,"[{""geo_code"": ""6100"", ""geo_level"": ""province"", ""geo_name"": ""Kalimantan Barat"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=6100;turvar=0;th=122;turth=0"", ""unit"": ""percent"", ""value"": ""1.98""}]"
economy,sdg08_productivity_growth,total,2022,province,6200,percent,Kalimantan Tengah,1,1,6.61,6.61,0.00,single_source,"[{""geo_code"": ""6200"", ""geo_level"": ""province"", ""geo_name"": ""Kalimantan Tengah"", ""indicator_key"": ""sdg08_productivity_growth"", ""methodology_version"": ""webapi-var-1161-updated-2026-07-06"", ""observed_period"": ""2022"", ""producer"": ""Badan Pusat Statistik"", ""release_date"": ""2026-09-08"", ""series_key"": ""total"", ""source_id"": ""bps_webapi"", ""source_record_id"": ""domain=0000;var=1161;vervar=6200;turvar=0;th=122;turth=0"", ""unit"": ""percent"", ""value"": ""6.61""}]"
